views,likes,dislikes,comments,engagement_rate,sentiment_score,like_to_view_ratio,comment_to_view_ratio,like_to_comment_ratio
50867,715,238,246,0.018892405685414906,-0.9070991745600046,0.014055988047495478,0.004836046237320123,2.8947368421052633
98378,4035,495,486,0.0459553965317449,0.21508970380287673,0.041014850730338795,0.004940078675327052,8.285420944558522
26000,119,69,0,0.0045769230769230765,-0.6589517526254169,0.004576747048190454,0.0,119.0
17158531,787419,43420,125882,0.0532272255707671,-0.869896814029441,0.04589081396940018,0.007336408499281874,6.255165510831486
67661,3781,84,626,0.06513353335008351,0.8977710745066665,0.05588070113209778,0.009251869587065118,6.03030303030303
141148,1661,70,236,0.013439793691727831,0.9312640661491187,0.01176770646621655,0.0016719920084449767,7.008438818565401
98966,2486,184,532,0.030495321625608796,0.6167946962329223,0.02511948427253529,0.005375529216809644,4.664165103189493
288922,7515,792,2111,0.033316950595662496,-0.39077246165325863,0.026010390311605514,0.007306444969767031,3.5582386363636362
13917,1318,24,76,0.1001652655026227,-0.8046557719872323,0.09469751401063371,0.005460554677396178,17.116883116883116
605932,38397,1387,3412,0.06899949169213707,0.3684660530243138,0.06336839221498086,0.005630985604018926,11.250219748022268
57169,6927,161,565,0.1310500446045934,-0.1196950125207974,0.12116494665034108,0.009882805667308028,12.23851590106007
60506,5389,106,455,0.09658546259875053,-0.7559235303104423,0.08906407523096502,0.0075197910985505805,11.817982456140351
34785,308,26,413,0.020727324996406497,-0.00964617977745963,0.008854136721669638,0.011872592422238832,0.7439613526570048
945,7,5,8,0.015873015873015872,-0.9312229577695632,0.007399577167019027,0.008456659619450317,0.7777777777777778
328330,15186,15448,7484,0.0690463862577285,0.8186408041575641,0.04625210534491108,0.022794070617760735,2.0288577154308616
321053,4451,1772,895,0.016651456301607522,-0.48244003679996617,0.013863711400574357,0.0027876930360624694,4.967633928571429
1456472,33505,1660,2160,0.024487254131902295,0.32504456870796394,0.023004202618242837,0.0014830347009522318,15.504396112910689
69844,3417,33,160,0.05121413435656606,-0.3765778478211781,0.04892261436036939,0.0022907867420717304,21.22360248447205
956169,2017,2425,1447,0.003622790531799295,0.040136042355621626,0.0021094575232437746,0.0015133292196994259,1.3929558011049723
4569,35,18,19,0.011818778726198293,0.0934205586865593,0.007658643326039387,0.004157549234135667,1.75
2045386,45406,2842,8309,0.02626154672027676,-0.6302910889489459,0.022199221956529496,0.004062311924344879,5.4640192539109504
1842393,99086,1339,11800,0.06018585611213243,0.9391692555291171,0.053781113051822795,0.006404710393108097,8.39640708414541
6473,205,6,15,0.03398733199443844,0.5502656467222291,0.03166512202656781,0.0023169601482854493,12.8125
1044813,15397,838,1100,0.015789428347465048,0.8789978831283782,0.014736594264625091,0.0010528189706493214,13.984559491371481
9548677,190083,15015,11473,0.021108264527117213,0.7896547008552977,0.019906734733331672,0.00120152758319005,16.566411016210562
197062,7250,217,456,0.03910444428656971,0.19579995762217028,0.03679026504214388,0.0023139808081679464,15.864332603938731
1496225,16116,236,605,0.011175458236562014,0.8437484700462337,0.010771100087820958,0.0004043506796433159,26.594059405940595
162597,5734,106,525,0.03849394515273959,-0.823014995896161,0.03526488640696687,0.003228822002730661,10.901140684410647
9132,21,8,64,0.009307928164695577,-0.6080342751617096,0.00229935399102157,0.007007555020256214,0.3230769230769231
7265,89,8,22,0.015278733654507914,-0.9095454221789239,0.012248830167905312,0.0030278007156619873,3.869565217391304
291597,8209,344,1062,0.031793879909601266,-0.3493393384734713,0.02815177058827564,0.0036420002880678194,7.722483537158984
290801,10237,377,1016,0.03869656569269019,-0.22264542062103598,0.03520264647423333,0.0034937861500264787,10.065880039331367
5304,52,13,68,0.02262443438914027,-0.4573019364522082,0.009802073515551367,0.012818096135721017,0.7536231884057971
812516,26917,1979,4998,0.03927922650138582,0.6574750183038587,0.033127922246549917,0.006151255912183991,5.384476895379076
2642930,115795,3055,6410,0.04623845504799597,-0.28649334661282144,0.043813099925802075,0.0024253376270511793,18.06192481672126
105058,493,54,347,0.007995583392031068,-0.4381309806252385,0.00469260130022178,0.0033029059861601575,1.4166666666666667
537715,8231,413,970,0.01711129501687697,0.08539216631649693,0.015307336958543171,0.0018039262361544011,8.476828012358393
2744430,115426,1110,6541,0.044441650907474414,-0.7181515500504747,0.042058262714566336,0.0023833719995146533,17.64383980434118
3358068,120876,8279,6408,0.03790393762127509,0.6043939615080793,0.035995686806911946,0.0019082395269424185,18.860352629115308
4732,203,6,33,0.049873203719357564,-0.8508987126404584,0.04289034439045003,0.006972321994506655,5.970588235294118
7224515,55681,10247,9479,0.009019290568294204,0.9737738732010346,0.007707229107112504,0.0013120602127533526,5.873523206751055
33523622,1634124,21082,85067,0.051282972943675356,0.5444895385933148,0.048745447352155226,0.0025375240617638494,19.209620538863028
52591,2233,187,255,0.047308474834097086,-0.6025686369316552,0.042458929114694254,0.00484864618192881,8.72265625
75822,2978,147,243,0.04248107409458996,-0.9889557657527952,0.03927568152143809,0.0032048323068198303,12.204918032786885
43715,1550,109,1031,0.05904151892942926,0.6309228569096683,0.035456125903559337,0.023584042455851405,1.501937984496124
303956,18603,585,1745,0.06694389977496742,0.41371468769523423,0.061202735913303524,0.0057409436203147155,10.654639175257731
238643,2429,5381,2325,0.01992096981683938,0.4580143360819746,0.010178340959755955,0.009742545381404937,1.0442820292347377
237307,1896,74,260,0.009085277720421227,0.5425406933718915,0.007989616869216377,0.0010956225664537226,7.264367816091954
1282413,37669,1732,1691,0.030692140519473835,-0.8519106965318193,0.02937350964665077,0.0013186069397246132,22.263002364066192
1497519,15504,353,1084,0.01107698800482665,-0.2830685429114548,0.010353117153694108,0.0007238634542443506,14.289400921658986
148226,355,47,178,0.0035958603753727418,-0.7682618809497406,0.0023949752744101952,0.001200860841816943,1.9832402234636872
484185,23296,1184,1858,0.05195121699350455,0.726206851751187,0.04811374141342377,0.003837368284089172,12.531468531468532
300617,8133,2693,2911,0.03673777597407998,0.24659625365511584,0.027054268207492564,0.009683385559081626,2.7929258241758244
92523,2323,40,134,0.02655555915826335,-0.3382039502947016,0.025106999265055552,0.0014482728805499114,17.20740740740741
7524,67,19,56,0.01634768740031898,-0.8728832994279527,0.008903654485049834,0.0074418604651162795,1.1754385964912282
103927,3571,278,399,0.03819989030761977,-0.3780353565686756,0.0343603263798014,0.0038391963667154185,8.9275
177707,6271,88,275,0.036835915298778325,-0.3496333559465059,0.03528822562855921,0.0015474823868368334,22.721014492753625
1751064,16430,945,1231,0.010085867792382231,0.45921235667612814,0.009382861287273744,0.0007030007452607413,13.33603896103896
46746,439,66,55,0.010567749112223506,0.27511494271042625,0.009390976961088413,0.0011765460885190494,7.839285714285714
746092,34839,537,2541,0.05010105992290495,0.7744254851526531,0.04669525112821056,0.0034057416434680396,13.705350118017309
836830,82320,1279,7998,0.10792873104453712,-0.05557014967610141,0.09837111674878202,0.009557485322603967,10.29128641080135
67429,438,23,23,0.0068368209524092005,-0.7608115081233966,0.006495625092688714,0.0003410944683375352,18.25
2237404,72593,1830,3501,0.03400995081800158,0.42648957444599,0.032445176443245634,0.001564759174132533,20.729011993146774
45455,2282,35,17,0.05057749422505775,0.5215700972337949,0.05020239352340725,0.0003739880323829637,126.77777777777777
2063667,98804,11682,11443,0.05342286328172132,0.12255439513899247,0.04787785632185022,0.005544981072536862,8.63369451240825
2736733,58967,3492,7915,0.024438628101462582,0.541934359909122,0.021546485701569827,0.0028921334700412974,7.449090449722082
165698,8599,361,930,0.05750823787855013,-0.012408807271218514,0.051895304135812524,0.005612586678253943,9.236305048335124
836544,40195,373,976,0.049215582204881037,0.045465658763988115,0.048048819848304634,0.0011667035246161295,41.14124872057318
284666,16396,81,949,0.060931056044627736,-0.14491796328290074,0.057597122251613286,0.0033337197497426817,17.25894736842105
3371669,202676,3394,20086,0.06606876297762325,-0.9491617465118096,0.06011145812016004,0.005957285262199444,10.08990889630109
195685,14338,171,1070,0.07873878938089277,-0.7842171460133911,0.07327044346555195,0.005467943542205369,13.3874883286648
1098897,43875,1326,4702,0.04420523488552612,-0.9371416286265315,0.03992636259234251,0.004278832066306427,9.329151605358282
893462,22326,833,943,0.0260436369985517,0.2728208225275608,0.024988164031414843,0.0010554438180428289,23.65042372881356
225286,1731,193,206,0.008597959926493435,-0.37128803784734665,0.0076835325606892544,0.0009143892013298593,8.36231884057971
264793,3283,853,0,0.012398364005090768,0.01714138232940554,0.012398317182413498,0.0,3283.0
5476737,286268,4083,12254,0.054507273217611146,0.815132947852186,0.052269800015994926,0.0022374632491092327,23.359281925744593
3578502,307435,2573,12248,0.08933430804286263,-0.5014155417022501,0.08591162282105115,0.0034226602576552263,25.09878357416932
304926,3305,130,275,0.011740553445754053,-0.17923415392874054,0.010838659744791377,0.0009018551981293883,11.97463768115942
247319,10138,153,639,0.04357530153364683,0.5111022770860973,0.04099142810933204,0.002583697234352256,15.840625
296434,3327,142,377,0.012495192859118725,-0.5424036690167551,0.011223371059422808,0.0012717796481522088,8.801587301587302
125962,5048,139,369,0.04300503326400026,-0.846040180342414,0.040075260195454224,0.002929431658502894,13.643243243243242
419341,53572,168,3083,0.1351048430752061,-0.42049709417246395,0.12775252657735214,0.007351994314902872,17.37094682230869
138988,7999,84,612,0.06195498891990676,-0.6775574254919912,0.05755131701069869,0.004403226154587773,13.048939641109298
1774018,88417,1002,7686,0.05417250557773371,0.8593953046851461,0.04983993970752286,0.004332535333612548,11.50214648107194
1575525,52829,1524,5864,0.03725297916567493,0.6162407591288339,0.03353102392470832,0.0037219315961780383,9.007502131287298
626688,25115,499,1392,0.04229696435866013,0.26680751302084693,0.040075699429860744,0.0022211974360488215,18.02943287867911
219030,14303,398,1099,0.07031913436515545,0.7429211803754354,0.06530125872593377,0.005017554592728883,13.002727272727272
493662,7693,181,388,0.016369499779201154,0.6073441537982289,0.015583505346764899,0.0007859612731762356,19.776349614395887
1017803,25122,628,1504,0.026160268735698364,-0.6268598822279283,0.02468255184691748,0.001477691186122279,16.69235880398671
139955,4417,217,457,0.034825479618448785,0.7851179969799555,0.0315599188316328,0.0032653119551859155,9.64410480349345
362009,5505,2356,1264,0.01869843014952667,0.07868448383130144,0.015206762244136902,0.0034916162536946494,4.351778656126482
294387,15247,385,976,0.055107732338724194,0.6148803103281251,0.05179219261654687,0.0033153525279563025,15.605936540429887
844653,11616,313,1518,0.015549580715394369,0.7921825998469865,0.013752376712831527,0.00179718559315412,7.647136273864384
1315873,9312,584,769,0.007661073675043108,-0.36399305005627225,0.007076665395015024,0.000584402457986099,12.093506493506494
188003,9091,135,2814,0.06332345760439993,-0.7798961509446465,0.04835535414140125,0.014967766643262909,3.229484902309059
1624771,84426,1130,5981,0.05564291829433194,-0.5441296749161166,0.051961752171997055,0.003681131875733949,14.11334002006018
125970,935,507,262,0.009502262443438913,-0.14578442274748737,0.0074223432377293185,0.002079843773566932,3.555133079847909
205869,11198,120,446,0.05656023976412185,0.6360295318449862,0.05439354932724535,0.002166415699227668,25.05145413870246
98422,2926,106,798,0.03783706894799943,0.7214611665126869,0.029728823547341576,0.008107860967456793,3.6620775969962454
426078,19323,245,945,0.047568755016687087,-0.9860957389376186,0.045350744814928685,0.002217898558717984,20.42600422832981
33315,1365,24,91,0.04370403722047126,0.021494605155131463,0.04097130507864089,0.0027314203385760596,14.83695652173913
1231518,32648,6221,9288,0.03405228344206094,-0.16517799370244202,0.026510350226021686,0.007541905565403376,3.5146948003014318
154872,7683,164,1734,0.060805051913838525,-0.5557843790585395,0.04960838880889503,0.01119627049259716,4.428242074927954
72626,3652,120,219,0.05330047090573624,-0.7602692653326344,0.050284329519324766,0.0030154074930810854,16.6
366180,4364,4448,1997,0.017371238188868862,-0.3247696571927441,0.011917603589481704,0.005453587160447975,2.184184184184184
264511,11736,532,743,0.04717762210267248,0.8858194078250383,0.044368497459472536,0.002808946285990806,15.774193548387096
192609,1345,24,126,0.00763723398179732,-0.35359413595848954,0.006983022688333939,0.0006541716421784954,10.590551181102363
95944,1354,181,117,0.015331860251813557,0.037581243486732197,0.014112251810933348,0.0012194486424514045,11.474576271186441
154494,2163,147,211,0.015366292542105194,0.4060379177903557,0.014000453089096735,0.0013657399915854881,10.202830188679245
53321,443,131,106,0.010296130980289192,-0.27274079524141204,0.008308015453283822,0.0019879224335171224,4.140186915887851
95085,909,52,193,0.011589630330756691,0.9435641654419213,0.009559766947815662,0.002029741497170982,4.685567010309279
91776,4604,46,357,0.05405552649930265,0.9248945898842225,0.05016507403815771,0.0038898634734192664,12.860335195530727
764716,35765,483,1159,0.048284591926937584,-0.4964354083492717,0.04676893543624635,0.0015155933502197544,30.83189655172414
135337,7158,89,318,0.0552398826632776,-0.005502988215229099,0.052889801829493564,0.002349672671385716,22.438871473354233
77630,1991,83,208,0.02832667783073554,-0.3982433803664607,0.025646970926562842,0.0026793420154319794,9.526315789473685
378750,5642,146,675,0.016678547854785477,-0.4303190112450648,0.014896330306718662,0.0017821735124131685,8.346153846153847
151709,9210,71,1103,0.06797882788760061,-0.9262261052909344,0.060707929602531144,0.007270450201041461,8.342391304347826
175852,15909,200,852,0.09531310420126016,0.2191286679597937,0.09046760646676485,0.004844955730070002,18.650644783118405
5149,242,0,54,0.057486890658380266,0.005358046457722976,0.04699029126213592,0.010485436893203883,4.4
1905487,65854,2442,4490,0.03691654679354937,-0.8970424975000213,0.034560175661038015,0.00235635175870958,14.66354932086395
9632678,810895,16139,59473,0.09035576607045309,-0.44270707152677713,0.0841816695023264,0.0061740871879982714,13.634445303830246
476389,16106,950,2077,0.03816838759920989,0.8165317719333074,0.03380843426604253,0.004359873213123701,7.750721847930703
754558,11985,1356,1757,0.018211986354925665,-0.5208762186660552,0.01588344980313004,0.0023285124158614503,6.8174061433447095
762616,20159,336,899,0.027612848406012986,-0.7102102558175538,0.02643397668816719,0.0011788355098299671,22.398888888888887
199429,10175,66,539,0.05372338025061551,-0.02109447944487397,0.05102040816326531,0.002702702702702703,18.84259259259259
691229,31892,197,1404,0.04816927530528956,0.9713009082212014,0.04613804377703514,0.0020311618419339436,22.69893238434164
6412,49,0,2,0.007953836556456644,-0.5158894569769992,0.007640729767659442,0.0003118665211289568,16.333333333333332
108618,4989,58,274,0.048454215691690145,0.3442710948117571,0.04593119067566448,0.002522578922656257,18.14181818181818
79306,3809,127,670,0.05647744180768164,0.5232392306574352,0.04802854729090748,0.008448182379865585,5.676602086438152
812007,5894,951,851,0.008306578637868885,-0.5247249120152007,0.0072585491768554005,0.0010480192313376223,6.917840375586854
55398,1170,22,336,0.027185096934907397,0.45643269722371915,0.021119514792685787,0.006065091427643098,3.4718100890207717
773,2,0,0,0.00258732212160414,-0.26443373456149355,0.002583979328165375,0.0,2.0
581288,5075,725,1780,0.011792777418422537,0.26461166118715895,0.008730597000803387,0.00306216013033104,2.849522740033689
99619,3959,158,335,0.043104227105271085,0.2670594215217894,0.03974101586026902,0.003362778558522385,11.782738095238095
4850,22,1,1,0.0047422680412371136,0.07154936814951696,0.0045351473922902496,0.00020614306328592042,11.0
226088,10844,302,555,0.05041842114574856,-0.8194204598911834,0.04796341263838577,0.0024547855048233217,19.503597122302157
651036,23338,442,1101,0.037538630736241925,0.6706049911784759,0.03584742495434207,0.0016911481221497395,21.17785843920145
451356,3454,284,623,0.009032781219259298,-0.35843987005652833,0.007652479079752834,0.001380282127008111,5.535256410256411
46571,4250,16,408,0.1000193253312147,-0.6269629792002915,0.09125654899939878,0.008760628703942282,10.39119804400978
28539,681,25,45,0.025438873120992328,-0.9184497168904722,0.02386124737210932,0.0015767344078486335,14.804347826086957
12609,40,79,17,0.004520580537711158,0.18178588637648363,0.0031720856463124504,0.0013481363996827914,2.2222222222222223
30021,569,42,44,0.020419040005329604,0.35512872368456483,0.01895276797015522,0.001465591899273866,12.644444444444444
471266,23634,460,1714,0.05378703322539712,-0.9668243421442877,0.050149915016328324,0.003637004076245525,13.780758017492712
1073134,47793,1886,5358,0.049528763416311475,0.024186116598561958,0.044535869205645146,0.004992848057327364,8.918268333644336
18573,420,10,236,0.03532008830022075,-0.5470084496041241,0.0226122536879509,0.012705933024658124,1.7721518987341771
250193,5748,332,1197,0.027758570383663812,0.2903455808188997,0.022974172042495022,0.004784287392983045,4.797996661101837
1827,3,0,2,0.002736726874657909,-0.6512671419900171,0.0016411378555798686,0.0010940919037199124,1.0
2457408,2707,200,209,0.0011866161418860848,0.3818754762049319,0.0011015667314639118,8.50489275493009e-05,12.89047619047619
51143,258,5,10,0.005240208826232329,-0.22652930739892518,0.005044580009385265,0.00019552635695291724,23.454545454545453
27010,1666,36,150,0.06723435764531654,0.873459977473469,0.06167857539520936,0.005553293102809966,11.033112582781458
122669,5723,55,263,0.04879798482094091,-0.7249581117080135,0.04665362354283851,0.002143963479253281,21.678030303030305
358597,1211,72,593,0.005030716932935858,-0.317867297899483,0.0033770405858370655,0.00165366231825052,2.038720538720539
56012,6243,106,414,0.11884953224309076,-0.7730529575188219,0.11145626908039205,0.00739114134218842,15.043373493975903
6148,121,3,19,0.02277163305139883,0.8493872365571256,0.01967799642218247,0.003089933322491462,6.05
1390440,86207,1775,710,0.06251042835361469,0.754678706761962,0.06199975403487095,0.0005106293614759634,121.24753867791843
244532,633,174,765,0.0057170431681743085,-0.4841167445696888,0.0025886076725840684,0.003128412116156102,0.8263707571801566
82087,998,93,289,0.01567848745842825,0.3199680920683581,0.012157684436214794,0.003520612026118312,3.4413793103448276
359120,15130,223,1143,0.045313544219202494,0.6344444004024317,0.04213064677365011,0.0031827712665090597,13.225524475524475
33768,426,88,550,0.0289031035299692,0.11040162319892466,0.012615120376676834,0.016287127246883235,0.7731397459165155
38068,2195,28,154,0.06170536933907744,0.05930115671201297,0.05765846226588563,0.004045286190863958,14.161290322580646
1277364,56867,2148,25326,0.06434579336821768,-0.5162954181990966,0.044518990265116076,0.019826752729251232,2.245311327831958
1498866,67227,1473,4645,0.04795091756034228,-0.8137944643882016,0.04485187811860559,0.0030990074502941223,14.46986655187258
280065,20289,38,939,0.07579669005409459,0.7944315159066535,0.07244363828526133,0.003352781130162176,21.58404255319149
2259,0,0,0,0.0,0.8008361143266609,0.0,0.0,0.0
470191,4037,430,1553,0.011888785621162464,0.2662029145465359,0.008585854289311601,0.0033029060468914824,2.5978120978120978
16305,147,13,47,0.011898190739037105,-0.32194041790259864,0.00901508647123758,0.0028823745860419477,3.0625
169511,57,59,79,0.0008023078148320758,-0.3015808507746782,0.00033625937986691206,0.00046604370192080796,0.7125
160477,8388,691,950,0.058189023972282636,0.45191135774047875,0.05226884682012488,0.005919814554019865,8.82018927444795
704363,16352,224,841,0.024409288960379805,0.7942205199051542,0.023215269377764906,0.0011939849282473266,19.42042755344418
130778,5684,53,737,0.04909847222009818,0.7741728485302346,0.04346263543841137,0.005635461350828497,7.70189701897019
560569,29990,341,1788,0.05668882867229547,0.5597510917152477,0.05349911697022673,0.0031896105749504968,16.763555058692006
462490,14132,795,666,0.03199636748902679,0.2840632923085755,0.030556270284178504,0.001440028022166918,21.187406296851574
295217,4854,1439,1267,0.020733900825494467,-0.8317200700099023,0.016442086864622077,0.004291743728363447,3.82807570977918
1525400,63995,896,4697,0.045032122721909006,-0.6767425718107725,0.04195290287603063,0.0030791903243802777,13.621753937845892
1836419,28647,17815,7860,0.019879450169051835,0.7971083770541585,0.015599372692521318,0.00428006665141961,3.644192850782343
977285,87615,391,5575,0.0953560118082238,0.21285811931917986,0.08965134054923533,0.005704573686720162,15.712876614060258
390964,3687,1273,1224,0.012561258837130784,-0.9816058967667407,0.009430511682631438,0.0031307150256416815,3.009795918367347
1611093,58474,837,3294,0.03833918960606247,-0.7970569142679358,0.03629459237015345,0.002044573438917903,17.74628224582701
983365,60983,578,3837,0.06591652133236388,0.3270035382161116,0.06201455002511781,0.003901904275722366,15.889265242313705
2765121,35529,1705,2388,0.013712600642069552,-0.9898768323075626,0.012848980985287448,0.0008636146976516768,14.871912934282127
3701763,56561,2495,11608,0.018415279422264473,-0.6783838971650027,0.01527947216516234,0.0031358022823713234,4.872168145404427
829132,25109,316,3428,0.03441792139249239,0.09746757873317224,0.0302834406542738,0.004134439227482202,7.322543015456401
391049,5939,106,385,0.0161718863876394,0.3837903953853865,0.015187316199974427,0.0009845288326300985,15.3860103626943
137003,580,262,343,0.0067370787501003625,0.30392251900520106,0.004233453037867508,0.002503576537911302,1.686046511627907
891912,122347,455,7459,0.14553677941321566,-0.5514613810788804,0.13717369294987292,0.008362923289603358,16.40040214477212
175539,17130,264,1747,0.10753735637094891,0.4243584426950717,0.0975845961034522,0.009952147658653298,9.799771167048055
14565,478,13,67,0.03741846893237213,-0.5255018250063999,0.03281614719209117,0.004599752849100645,7.029411764705882
125645,16754,65,1373,0.14427155875681483,-0.34920060368146455,0.13334288397561403,0.010927526542826672,12.193595342066958
2188590,88099,7150,24225,0.05132254099671478,0.4929828102360483,0.04025375229999575,0.011068765246681541,3.636547510938661
394709,25188,281,1345,0.06722167470212233,0.2992657980944293,0.06381393934787566,0.003407565047756581,18.713224368499258
863116,20518,1030,4272,0.028721515995532465,0.6984468209883559,0.02377197992856125,0.004949502790467573,4.801778609875965
200235,1197,108,627,0.009109296576522586,0.31522578460068673,0.005977946023692044,0.0031313050600291657,1.9060509554140128
4632016,131784,9892,18284,0.032397988262562134,0.13661720667094324,0.02845067278466379,0.003947308483539676,7.2072190319934375
122426,6310,298,1624,0.06480649535229445,-0.812650464343815,0.0515409182614946,0.013265047742736487,3.883076923076923
758998,19138,2272,2873,0.029000076416538647,-0.26456839388113296,0.025214789479301027,0.0037852487289179565,6.659011830201809
145100,5198,74,657,0.04035148173673329,-0.4695952646365491,0.03582332306462395,0.004527880579734116,7.899696048632219
2671756,12699,505,1010,0.005131082329374389,-0.5120207132418328,0.004753052017829466,0.0003780283910550248,12.560830860534125
52743,4553,33,550,0.09675217564416132,0.9460211095048912,0.08632261489458516,0.010427726376459882,8.263157894736842
121681,6095,61,731,0.05609750084236652,-0.2138045506664792,0.05008957775184497,0.006007462073272957,8.326502732240437
11404,62,26,20,0.007190459487898983,0.7840931103542266,0.005436212187637002,0.0017536168347216134,2.9523809523809526
419965,9805,1337,5457,0.036341123665067324,0.2622772519945258,0.02334712810084626,0.01299390903073106,1.7964455844631733
137749,1145,61,131,0.009263225141380336,0.5896226070832968,0.008312159709618875,0.0009509981851179673,8.674242424242424
772235,15301,1229,3328,0.024123485726495173,0.005274186210384224,0.01981389109028846,0.004309563397717796,4.5962751577050165
297147,10410,110,665,0.03727111497003167,0.15380776925271822,0.035033047504947026,0.002237942035618614,15.63063063063063
126438,12229,86,1865,0.11146965311061548,-0.0149646123622722,0.0967185757558981,0.014750195746565537,6.553590568060021
2285136,180284,3399,11700,0.08401425560666849,-0.609514024403911,0.07889417571025283,0.005120043130893246,15.407572002392957
206319,11131,209,553,0.05663075140922552,0.44490423052301065,0.05395017448623497,0.00268030244280729,20.092057761732853
60564,975,66,106,0.0178488871276666,-0.4384552751182884,0.016098406670519278,0.0017501857508461984,9.11214953271028
373457,16433,194,5220,0.057979901300551334,-0.9513680671370923,0.04400227067032973,0.01397747537875745,3.147481325416587
4326684,167696,6730,9265,0.040899913189870116,0.29094459181433563,0.03875854146997066,0.002141362266954955,18.09799266134254
137860,1950,64,136,0.015131292615697085,-0.6457786411859021,0.01414468196226634,0.0009865008958298575,14.233576642335766
4009,61,6,14,0.018707907208780246,0.8809171687058286,0.015211970074812968,0.003491271820448878,4.066666666666666
3006,75,4,10,0.028276779773785763,0.9078571540051747,0.02494180246092451,0.0033255736614566014,6.818181818181818
635985,20721,2417,4111,0.039044946028601306,0.829728780440897,0.03258090586899712,0.0064639787668282,5.039153696498055
130893,8177,220,349,0.06513717311086155,-0.2596825994891112,0.062470395892859874,0.002666279585007716,23.36285714285714
46954,87,18,28,0.0024492056054862205,-0.9690867669422651,0.001852837823447982,0.0005963156213395804,3.0
208155,11162,569,954,0.058206624870889484,0.8566371251754508,0.0536232441053825,0.004583101135686696,11.687958115183246
190669,5162,131,1151,0.0331097346710792,-0.14363170336537134,0.027072953270047728,0.006036607751612734,4.480902777777778
2509626,144816,2262,18893,0.06523242905516599,0.9333096380873391,0.05770419269477098,0.007528210367516767,7.664655446173389
20778,1440,24,437,0.09033593223601886,0.9272399541785057,0.06930073632032341,0.02103084845276481,3.287671232876712
30438,143,42,220,0.011925882121032919,0.7060189109347201,0.004697920431025986,0.007227569893886133,0.6470588235294118
